"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Malt1",2.3615064062057e-151,1.09653900186648,0.63,0.394,4.51992326147772e-147,"4","Malt1"
"Marcksl1",2.09104276588698e-104,1.36957859642802,0.456,0.299,4.00225585390768e-100,"4","Marcksl1"
"Plac8",1.48914336995348e-102,1.64187493956287,0.619,0.501,2.85022041009096e-98,"4","Plac8"
"H2-Ab11",3.06044713592689e-21,1.50740971211115,0.313,0.27,5.85769581816406e-17,"4","H2-Ab1"
"H2-Eb11",3.79300089565255e-20,1.63749560853991,0.328,0.286,7.25980371427898e-16,"4","H2-Eb1"
"H2-Aa1",2.72792805649085e-17,1.44262201355644,0.331,0.292,5.22125430012349e-13,"4","H2-Aa"
"Apoe",0,4.4172301751511,0.989,0.176,0,"5","Apoe"
"Pf4",0,3.97909505124926,0.866,0.01,0,"5","Pf4"
"C1qa",0,3.91132208615087,0.947,0.01,0,"5","C1qa"
"C1qc",0,3.89387913687391,0.931,0.01,0,"5","C1qc"
"C1qb",0,3.49082483509282,0.935,0.01,0,"5","C1qb"
"Mrc1",0,3.47665726965434,0.926,0.018,0,"5","Mrc1"
"Lgmn",0,2.93141505493904,0.97,0.226,0,"5","Lgmn"
"Ctsb",0,2.6740448189593,0.967,0.403,0,"5","Ctsb"
"Fcer1g1",0,2.59129380605949,0.951,0.157,0,"5","Fcer1g"
"Ctsc",0,2.58738925151057,0.957,0.274,0,"5","Ctsc"
"Dab2",0,2.57223414098721,0.868,0.135,0,"5","Dab2"
"Adgrl3",0,2.43847044090502,0.628,0.134,0,"5","Adgrl3"
"Stab1",0,2.401283932808,0.867,0.017,0,"5","Stab1"
"Ms4a7",0,2.39199634436832,0.864,0.007,0,"5","Ms4a7"
"Ctss1",0,2.30792037391546,0.937,0.381,0,"5","Ctss"
"Rgs1",0,2.293208061702,0.603,0.178,0,"5","Rgs1"
"Csf1r",0,2.25653400913761,0.936,0.045,0,"5","Csf1r"
"Aif1",0,2.19018261686151,0.874,0.042,0,"5","Aif1"
"Frmd4b",0,2.18713529347651,0.911,0.165,0,"5","Frmd4b"
"Selenop",0,2.17581417036645,0.93,0.314,0,"5","Selenop"
"Maf",0,2.13382361724566,0.895,0.166,0,"5","Maf"
"Ccl24",0,2.11852489411209,0.392,0.005,0,"5","Ccl24"
"Tyrobp1",0,2.10005835062115,0.929,0.177,0,"5","Tyrobp"
"Ccl41",0,2.07346304652452,0.417,0.053,0,"5","Ccl4"
"Apol7c",0,2.07162089906664,0.434,0.011,0,"5","Apol7c"
"Tbxas1",0,2.0627518602106,0.844,0.017,0,"5","Tbxas1"
"Cx3cr1",0,2.01217022957056,0.844,0.033,0,"5","Cx3cr1"
"Slc9a9",0,2.00982134409443,0.89,0.268,0,"5","Slc9a9"
"Psap1",0,1.99994983323637,0.956,0.536,0,"5","Psap"
"Itga9",0,1.95238157800076,0.791,0.104,0,"5","Itga9"
"Ms4a6c1",0,1.94686730901649,0.829,0.054,0,"5","Ms4a6c"
"Adgre1",0,1.89065236877912,0.866,0.034,0,"5","Adgre1"
"Cd861",0,1.88765966263765,0.757,0.191,0,"5","Cd86"
"Lpcat2",0,1.87767193578907,0.828,0.125,0,"5","Lpcat2"
"Pla2g71",0,1.85633451009037,0.732,0.067,0,"5","Pla2g7"
"Tanc2",0,1.83444246270337,0.844,0.226,0,"5","Tanc2"
"Mpeg11",0,1.83054416767228,0.746,0.072,0,"5","Mpeg1"
"F13a1",0,1.79581046277381,0.271,0.016,0,"5","F13a1"
"Hpgds",0,1.7875007547466,0.864,0.09,0,"5","Hpgds"
"Fcgr3",0,1.74945332466102,0.798,0.074,0,"5","Fcgr3"
"Sirpa1",0,1.73933428156093,0.879,0.11,0,"5","Sirpa"
"Snx24",0,1.73893141730939,0.78,0.109,0,"5","Snx24"
"Hdac9",0,1.71536687918246,0.845,0.224,0,"5","Hdac9"
"Ftl11",0,1.71235395816955,0.991,0.89,0,"5","Ftl1"
"Cd83",0,1.70571351515973,0.646,0.215,0,"5","Cd83"
"Slc8a1",0,1.687775788485,0.893,0.281,0,"5","Slc8a1"
"Ifi207",0,1.67946130436124,0.796,0.039,0,"5","Ifi207"
"Gatm",0,1.67936913090889,0.817,0.097,0,"5","Gatm"
"Ophn1",0,1.63041148423215,0.806,0.144,0,"5","Ophn1"
"C3ar1",0,1.62456413790428,0.794,0.011,0,"5","C3ar1"
"Aoah",0,1.57897385125646,0.769,0.067,0,"5","Aoah"
"Lair1",0,1.57669033009492,0.719,0.039,0,"5","Lair1"
"Clec7a1",0,1.56054685210554,0.562,0.054,0,"5","Clec7a"
"Msr1",0,1.54944089421188,0.708,0.021,0,"5","Msr1"
"Ccr1",0,1.53042528500671,0.797,0.049,0,"5","Ccr1"
"Apobec1",0,1.52344884939574,0.759,0.152,0,"5","Apobec1"
"Rbpj",0,1.51598669579168,0.782,0.367,0,"5","Rbpj"
"Tmcc3",0,1.51544296405294,0.769,0.216,0,"5","Tmcc3"
"Itm2b",0,1.49953390907264,0.993,0.861,0,"5","Itm2b"
"Nfe2l21",0,1.49314224037225,0.775,0.376,0,"5","Nfe2l2"
"Cd36",0,1.4921382456123,0.533,0.102,0,"5","Cd36"
"Lrmda1",0,1.48232042100202,0.766,0.196,0,"5","Lrmda"
"Mafb",0,1.47737813165349,0.619,0.07,0,"5","Mafb"
"Sat1",0,1.47416483467124,0.877,0.434,0,"5","Sat1"
"Wwp1",0,1.46743789580611,0.73,0.3,0,"5","Wwp1"
"Cybb1",0,1.46648059034526,0.842,0.213,0,"5","Cybb"
"Ctsh",0,1.46316102728704,0.852,0.269,0,"5","Ctsh"
"Lamp1",0,1.45838431608774,0.935,0.533,0,"5","Lamp1"
"Dock4",0,1.4560933761356,0.767,0.127,0,"5","Dock4"
"Unc93b11",0,1.4524444065223,0.927,0.335,0,"5","Unc93b1"
"Gm56663",0,1.44461602785661,0.732,0.025,0,"5","Gm56663"
"Cfh",0,1.42743694013843,0.711,0.056,0,"5","Cfh"
"Mmp9",0,1.42642575385057,0.263,0.022,0,"5","Mmp9"
"Abcg3",0,1.42020140153443,0.696,0.132,0,"5","Abcg3"
"Trf",0,1.41489345257465,0.757,0.068,0,"5","Trf"
"Ccl31",0,1.41412073809447,0.441,0.051,0,"5","Ccl3"
"Plxdc2",0,1.41354152390917,0.583,0.147,0,"5","Plxdc2"
"Gab2",0,1.40754408999811,0.846,0.31,0,"5","Gab2"
"Ltc4s",0,1.40418989610692,0.674,0.015,0,"5","Ltc4s"
"Itgb5",0,1.38193330530264,0.745,0.117,0,"5","Itgb5"
"Cltc",0,1.37880955757483,0.921,0.632,0,"5","Cltc"
"Cd300a1",0,1.37019527832552,0.732,0.063,0,"5","Cd300a"
"Abca9",0,1.35651297696488,0.71,0.069,0,"5","Abca9"
"Ly861",0,1.34539236239588,0.883,0.265,0,"5","Ly86"
"Zdhhc14",0,1.34368777944353,0.75,0.201,0,"5","Zdhhc14"
"Cd68",0,1.33983441084899,0.711,0.044,0,"5","Cd68"
"Ptgs1",0,1.33475714570076,0.705,0.04,0,"5","Ptgs1"
"Grn",0,1.32925872591036,0.777,0.159,0,"5","Grn"
"Dnase1l3",0,1.32233016225127,0.407,0.023,0,"5","Dnase1l3"
"Adamdec1",0,1.32045658614775,0.392,0.038,0,"5","Adamdec1"
"Clec4a2",0,1.31565317903435,0.736,0.045,0,"5","Clec4a2"
"Zeb22",0,1.30973496394036,0.962,0.43,0,"5","Zeb2"
"Fyb1",0,1.30208434295775,0.921,0.264,0,"5","Fyb"
"Ccl12",0,1.29878935035839,0.322,0.001,0,"5","Ccl12"
"Marcks1",0,1.29854512236236,0.943,0.414,0,"5","Marcks"
"Blvrb",0,1.29450484053717,0.778,0.226,0,"5","Blvrb"
"Ehd4",0,1.28927604119137,0.718,0.197,0,"5","Ehd4"
"Lyz21",0,1.28673478969632,0.808,0.081,0,"5","Lyz2"
"Tmsb4x1",0,1.28614468484302,1,0.977,0,"5","Tmsb4x"
"Myo5a",0,1.28218245412132,0.806,0.292,0,"5","Myo5a"
"Abca1",0,1.26182032345015,0.71,0.173,0,"5","Abca1"
"Mitf",0,1.25512295542227,0.66,0.09,0,"5","Mitf"
"Ms4a6b1",0,1.253254484355,0.829,0.182,0,"5","Ms4a6b"
"B2m",0,1.24530107424452,0.992,0.83,0,"5","B2m"
"Lacc1",0,1.24260116613438,0.676,0.06,0,"5","Lacc1"
"P2ry6",0,1.23837460868602,0.697,0.028,0,"5","P2ry6"
"Man2b1",0,1.22431575690183,0.809,0.274,0,"5","Man2b1"
"Zfhx3",0,1.22271139236636,0.841,0.288,0,"5","Zfhx3"
"Spi11",0,1.21182387180936,0.825,0.183,0,"5","Spi1"
"Snx6",0,1.20282607634634,0.795,0.46,0,"5","Snx6"
"Lst11",0,1.2012244747964,0.777,0.099,0,"5","Lst1"
"Ctsz",0,1.18394946003808,0.806,0.321,0,"5","Ctsz"
"Sash1",0,1.18328697501914,0.781,0.234,0,"5","Sash1"
"Atp2b1",0,1.18036979628433,0.937,0.611,0,"5","Atp2b1"
"Rgs10",0,1.17803274659851,0.819,0.255,0,"5","Rgs10"
"Plin2",0,1.16969423987137,0.702,0.196,0,"5","Plin2"
"Slc40a11",0,1.16196223563996,0.595,0.149,0,"5","Slc40a1"
"Psd3",0,1.15641759784572,0.684,0.269,0,"5","Psd3"
"Pip4k2a1",0,1.15495861076148,0.894,0.466,0,"5","Pip4k2a"
"Ms4a4a",0,1.15161604218915,0.646,0.028,0,"5","Ms4a4a"
"Qki",0,1.14794404888486,0.901,0.5,0,"5","Qki"
"Cxcl16",0,1.14749635423175,0.59,0.046,0,"5","Cxcl16"
"Rad51b",0,1.14722534972645,0.619,0.154,0,"5","Rad51b"
"Rreb1",0,1.14255881203419,0.833,0.396,0,"5","Rreb1"
"Ptprj",0,1.14041894812028,0.882,0.42,0,"5","Ptprj"
"Zswim6",0,1.13553346913576,0.821,0.401,0,"5","Zswim6"
"Lyn2",0,1.13335212318083,0.928,0.412,0,"5","Lyn"
"Wdfy3",0,1.12780410896982,0.789,0.252,0,"5","Wdfy3"
"Fcrls",0,1.11804995917731,0.496,0.002,0,"5","Fcrls"
"E230029C05Rik",0,1.11435988484086,0.558,0.06,0,"5","E230029C05Rik"
"Srgap2",0,1.11103452402962,0.79,0.328,0,"5","Srgap2"
"P2ry12",0,1.10619995729092,0.635,0.056,0,"5","P2ry12"
"Otulinl",0,1.09054423436095,0.756,0.19,0,"5","Otulinl"
"Slco2b1",0,1.07754506378094,0.597,0.006,0,"5","Slco2b1"
"Adap2",0,1.06516974277682,0.642,0.029,0,"5","Adap2"
"Cd300c2",0,1.0637321661134,0.647,0.042,0,"5","Cd300c2"
"Abhd12",0,1.0619814896283,0.724,0.203,0,"5","Abhd12"
"Clta",0,1.06055663642895,0.933,0.742,0,"5","Clta"
"Npc2",0,1.05772195781747,0.86,0.559,0,"5","Npc2"
"Cadm1",0,1.05521472919095,0.547,0.082,0,"5","Cadm1"
"Clec4n1",0,1.05351930310931,0.608,0.032,0,"5","Clec4n"
"Hpgd",0,1.04677871645575,0.651,0.13,0,"5","Hpgd"
"Rnf150",0,1.04475607903739,0.603,0.124,0,"5","Rnf150"
"Mgat4a",0,1.04121764587207,0.712,0.298,0,"5","Mgat4a"
"Laptm5",0,1.03719019501597,0.902,0.45,0,"5","Laptm5"
"Ifi204",0,1.03507167717746,0.604,0.043,0,"5","Ifi204"
"Nfxl1",0,1.03157743954695,0.619,0.093,0,"5","Nfxl1"
"Fth11",0,1.02585741269104,0.996,0.968,0,"5","Fth1"
"Plek1",0,1.02278093637907,0.692,0.201,0,"5","Plek"
"Asah1",0,1.02245193665946,0.771,0.281,0,"5","Asah1"
"Fcgr1",0,1.01913464280373,0.609,0.015,0,"5","Fcgr1"
"Snx5",0,1.01391957570736,0.916,0.536,0,"5","Snx5"
"Plbd11",0,1.01056598012775,0.583,0.109,0,"5","Plbd1"
"Cd33",0,1.00456596354097,0.633,0.036,0,"5","Cd33"
"Dclre1c",0,1.00251501490572,0.664,0.174,0,"5","Dclre1c"
"Litaf1",7.44592314763161e-307,1.18469918761686,0.761,0.37,1.42514969045669e-302,"5","Litaf"
"Snx21",1.45753979199138e-294,1.03472202383539,0.864,0.503,2.78973116187149e-290,"5","Snx2"
"Atf31",5.14466765200021e-290,1.32080485626324,0.52,0.157,9.84689388592841e-286,"5","Atf3"
"Runx1",2.14498095323783e-281,1.06017417317661,0.856,0.46,4.10549354449721e-277,"5","Runx1"
"Rasgef1b",7.8340914088908e-280,1.30465420388924,0.574,0.207,1.4994450956617e-275,"5","Rasgef1b"
"Tgfbr1",2.37508361571649e-257,1.19305359716111,0.726,0.371,4.54591004048137e-253,"5","Tgfbr1"
"Cd741",3.97390850848824e-146,1.07565712748745,0.662,0.333,7.60606088524648e-142,"5","Cd74"
"H2-Aa2",5.06386735515108e-142,1.50171217842007,0.548,0.279,9.69224211775917e-138,"5","H2-Aa"
"H2-Ab12",9.78909328467248e-135,1.32297550497725,0.512,0.259,1.87363245468631e-130,"5","H2-Ab1"
"H2-Eb12",7.03110423559318e-125,1.34199201018445,0.528,0.275,1.34575335069253e-120,"5","H2-Eb1"
"Ifrd11",3.52651681978397e-48,1.00754376493126,0.538,0.406,6.74975319306652e-44,"5","Ifrd1"
"Tff3",0,5.72140573409024,0.859,0.068,0,"6","Tff3"
"Muc2",0,5.46217079570467,0.931,0.037,0,"6","Muc2"
"Spink4",0,5.10394399801315,0.843,0.051,0,"6","Spink4"
"Spink1",0,4.6390890060321,0.778,0.127,0,"6","Spink1"
"Fcgbp",0,4.60208989627303,0.813,0.017,0,"6","Fcgbp"
"Agr2",0,4.500619019083,0.916,0.05,0,"6","Agr2"
"Clca1",0,4.21174120955572,0.701,0.014,0,"6","Clca1"
"Sval1",0,3.68485221203741,0.617,0.021,0,"6","Sval1"
"Zg16",0,3.19766456426884,0.284,0.014,0,"6","Zg16"
"Gmds",0,2.82624727045645,0.937,0.369,0,"6","Gmds"
"Lypd81",0,2.6940952252387,0.877,0.155,0,"6","Lypd8"
"Mptx1",0,2.66622528736714,0.418,0.01,0,"6","Mptx1"
"Reg4",0,2.63533717376278,0.495,0.016,0,"6","Reg4"
"Ccl61",0,2.54273647143033,0.584,0.082,0,"6","Ccl6"
"Nupr1",0,2.5365583360214,0.656,0.102,0,"6","Nupr1"
"Slc12a8",0,2.53593447671489,0.826,0.022,0,"6","Slc12a8"
"Lars21",0,2.46083886517515,0.988,0.911,0,"6","Lars2"
"Fam3d",0,2.45713872264476,0.745,0.056,0,"6","Fam3d"
"Car8",0,2.41236080301488,0.785,0.071,0,"6","Car8"
"Lgals41",0,2.40636481385108,0.977,0.179,0,"6","Lgals4"
"Muc131",0,2.29305504871657,0.925,0.129,0,"6","Muc13"
"Galnt7",0,2.25261094509568,0.947,0.273,0,"6","Galnt7"
"Fut8",0,2.22870567003078,0.936,0.313,0,"6","Fut8"
"Clec2h1",0,2.20091111469744,0.713,0.07,0,"6","Clec2h"
"Sytl2",0,2.19724034509248,0.885,0.102,0,"6","Sytl2"
"Phgr1",0,2.12097112780522,0.783,0.067,0,"6","Phgr1"
"Spint21",0,2.11328871770298,0.902,0.323,0,"6","Spint2"
"S100a6",0,2.11284777690619,0.96,0.457,0,"6","S100a6"
"Fer1l6",0,2.10062795468289,0.644,0.005,0,"6","Fer1l6"
"Naip6",0,2.08517048860394,0.848,0.124,0,"6","Naip6"
"Guca2a",0,2.07406666372273,0.497,0.047,0,"6","Guca2a"
"9030622O22Rik",0,2.02096990742558,0.627,0.015,0,"6","9030622O22Rik"
"Ceacam11",0,1.99241068110951,0.748,0.145,0,"6","Ceacam1"
"Klk1",0,1.98648770018794,0.579,0.014,0,"6","Klk1"
"Bcas1",0,1.97795466452084,0.808,0.015,0,"6","Bcas1"
"Neat11",0,1.97594998849635,0.817,0.277,0,"6","Neat1"
"Krt18",0,1.94976009152989,0.804,0.088,0,"6","Krt18"
"Pdxdc1",0,1.94546987090448,0.916,0.296,0,"6","Pdxdc1"
"Tspan1",0,1.94500484626999,0.824,0.08,0,"6","Tspan1"
"Nr3c21",0,1.94399133771693,0.874,0.098,0,"6","Nr3c2"
"Hepacam2",0,1.91555269978087,0.834,0.039,0,"6","Hepacam2"
"Pde4d1",0,1.90135353632959,0.946,0.403,0,"6","Pde4d"
"Scin",0,1.86145840657957,0.631,0.018,0,"6","Scin"
"Krt81",0,1.86109099800321,0.87,0.134,0,"6","Krt8"
"mt-Co11",0,1.8336480123054,1,0.993,0,"6","mt-Co1"
"Camk1d1",0,1.82937690079989,0.995,0.946,0,"6","Camk1d"
"Epcam1",0,1.8229301890923,0.937,0.18,0,"6","Epcam"
"Shroom3",0,1.81410114880728,0.674,0.102,0,"6","Shroom3"
"Gphn1",0,1.81054723584438,0.975,0.854,0,"6","Gphn"
"Rep15",0,1.80562851479418,0.673,0.008,0,"6","Rep15"
"St3gal6",0,1.80409880991298,0.826,0.213,0,"6","St3gal6"
"Clps",0,1.80229958744983,0.426,0.005,0,"6","Clps"
"mt-Co31",0,1.79093854342351,0.999,0.987,0,"6","mt-Co3"
"Chrm3",0,1.78059580258892,0.564,0.053,0,"6","Chrm3"
"Slc12a2",0,1.76920821679353,0.79,0.152,0,"6","Slc12a2"
"Gfpt1",0,1.71225147636117,0.878,0.258,0,"6","Gfpt1"
"mt-Co21",0,1.70827061784475,0.999,0.992,0,"6","mt-Co2"
"Elapor1",0,1.69271777606471,0.761,0.031,0,"6","Elapor1"
"mt-Cytb1",0,1.68295731887096,0.996,0.982,0,"6","mt-Cytb"
"Fxyd3",0,1.67326378539617,0.57,0.031,0,"6","Fxyd3"
"Cracr2a",0,1.66402413458336,0.763,0.111,0,"6","Cracr2a"
"mt-Atp61",0,1.65772002068713,0.999,0.991,0,"6","mt-Atp6"
"Ehf",0,1.65081355475642,0.771,0.09,0,"6","Ehf"
"Tspan81",0,1.63365823978494,0.758,0.098,0,"6","Tspan8"
"Ptprn2",0,1.61864938755445,0.727,0.025,0,"6","Ptprn2"
"Gcc2",0,1.61788788190003,0.91,0.369,0,"6","Gcc2"
"Ern2",0,1.61225213708658,0.818,0.01,0,"6","Ern2"
"Galnt12",0,1.59551025799245,0.841,0.084,0,"6","Galnt12"
"Cldn31",0,1.59502920172546,0.735,0.091,0,"6","Cldn3"
"Golgb1",0,1.56291928539967,0.929,0.476,0,"6","Golgb1"
"Serpina1b",0,1.55770016915467,0.395,0.012,0,"6","Serpina1b"
"Cd200l1",0,1.53880418019775,0.653,0.036,0,"6","Cd200l1"
"Myo5c",0,1.52095279041916,0.728,0.044,0,"6","Myo5c"
"Myo1d1",0,1.51450323709871,0.87,0.165,0,"6","Myo1d"
"Creb3l1",0,1.51215067872486,0.76,0.103,0,"6","Creb3l1"
"mt-Nd41",0,1.50831415955525,0.996,0.987,0,"6","mt-Nd4"
"Gna141",0,1.50500413046896,0.706,0.076,0,"6","Gna14"
"Klf51",0,1.49183480870112,0.807,0.13,0,"6","Klf5"
"Fam13a",0,1.48940045059464,0.678,0.083,0,"6","Fam13a"
"Cdh12",0,1.48784975670359,0.822,0.123,0,"6","Cdh1"
"Cmss1",0,1.48744660749048,0.978,0.913,0,"6","Cmss1"
"Gm1123",0,1.48008183996512,0.495,0.016,0,"6","Gm1123"
"Tpd521",0,1.4603182451253,0.907,0.409,0,"6","Tpd52"
"Sprr2a3",0,1.45533374890579,0.348,0.029,0,"6","Sprr2a3"
"mt-Nd51",0,1.43881939955807,0.991,0.937,0,"6","mt-Nd5"
"Srgap1",0,1.41383632370415,0.778,0.146,0,"6","Srgap1"
"Golm1",0,1.41321974909003,0.776,0.207,0,"6","Golm1"
"Atp1b11",0,1.40913636490015,0.827,0.26,0,"6","Atp1b1"
"Ralgapa2",0,1.40631161763165,0.876,0.358,0,"6","Ralgapa2"
"Ms4a8a1",0,1.40152560890476,0.815,0.102,0,"6","Ms4a8a"
"Tmprss2",0,1.39408874736364,0.709,0.037,0,"6","Tmprss2"
"Cldn71",0,1.39163764745765,0.815,0.14,0,"6","Cldn7"
"B4galnt2",0,1.34112671552548,0.596,0.041,0,"6","B4galnt2"
"Atp2c2",0,1.33056497852537,0.662,0.021,0,"6","Atp2c2"
"Tcf7l21",0,1.32643137796128,0.833,0.313,0,"6","Tcf7l2"
"Pla2g10os",0,1.31947843844651,0.704,0.035,0,"6","Pla2g10os"
"Clmn1",0,1.30499370217625,0.752,0.096,0,"6","Clmn"
"Smim31",0,1.30418491507183,0.7,0.048,0,"6","Smim31"
"Nipal2",0,1.30101718252659,0.688,0.075,0,"6","Nipal2"
"Rab27b",0,1.29376067727914,0.623,0.043,0,"6","Rab27b"
"Kcnma1",0,1.28676141559798,0.628,0.098,0,"6","Kcnma1"
"Pip5k1b",0,1.28645095622088,0.784,0.237,0,"6","Pip5k1b"
"Fgfr2",0,1.2753139370003,0.721,0.232,0,"6","Fgfr2"
"Map71",0,1.27273658461622,0.792,0.184,0,"6","Map7"
"Mlph",0,1.26950218819539,0.679,0.023,0,"6","Mlph"
"Prkca",0,1.26614416926506,0.9,0.525,0,"6","Prkca"
"Appl2",0,1.26532698768126,0.753,0.158,0,"6","Appl2"
"Qsox1",0,1.25797732657699,0.722,0.125,0,"6","Qsox1"
"Txndc5",0,1.2565805757152,0.703,0.236,0,"6","Txndc5"
"Fermt1",0,1.25614744514615,0.727,0.071,0,"6","Fermt1"
"Klf4",0,1.22868681993988,0.676,0.174,0,"6","Klf4"
"AA4671971",0,1.22253444138237,0.493,0.069,0,"6","AA467197"
"Rrbp11",0,1.21941412678383,0.982,0.666,0,"6","Rrbp1"
"Smim6",0,1.21406109008734,0.57,0.025,0,"6","Smim6"
"Baiap2l11",0,1.21235914972758,0.736,0.111,0,"6","Baiap2l1"
"Sel1l3",0,1.20953841842969,0.683,0.034,0,"6","Sel1l3"
"Galnt3",0,1.20842047427856,0.695,0.056,0,"6","Galnt3"
"Pawr",0,1.20466815832239,0.699,0.11,0,"6","Pawr"
"Tpsg1",0,1.19939704056588,0.559,0.004,0,"6","Tpsg1"
"Parm1",0,1.19757441213135,0.663,0.114,0,"6","Parm1"
"Elf31",0,1.19603469955598,0.67,0.086,0,"6","Elf3"
"Gne",0,1.19266304476894,0.645,0.142,0,"6","Gne"
"Gm15564",0,1.18777074767912,0.609,0.191,0,"6","Gm15564"
"Krt191",0,1.18751308075046,0.745,0.105,0,"6","Krt19"
"Tc2n",0,1.18745586191917,0.583,0.037,0,"6","Tc2n"
"Galnt10",0,1.18359667267195,0.768,0.212,0,"6","Galnt10"
"Mia3",0,1.17585022962543,0.856,0.444,0,"6","Mia3"
"Gcnt3",0,1.17566872765006,0.575,0.006,0,"6","Gcnt3"
"Fryl",0,1.17490493921271,0.898,0.551,0,"6","Fryl"
"Rasef",0,1.17350891047707,0.604,0.027,0,"6","Rasef"
"Il31ra",0,1.17187451514883,0.693,0.298,0,"6","Il31ra"
"Stard10",0,1.16997417847824,0.677,0.066,0,"6","Stard10"
"Golph3l",0,1.16131967545356,0.692,0.161,0,"6","Golph3l"
"Fmn1",0,1.1487540563388,0.72,0.148,0,"6","Fmn1"
"Ccser11",0,1.14689807470958,0.704,0.122,0,"6","Ccser1"
"Pdia5",0,1.13795713302178,0.531,0.065,0,"6","Pdia5"
"Pigr",0,1.13468986061091,0.517,0.051,0,"6","Pigr"
"Arhgef38",0,1.13343843496782,0.558,0.044,0,"6","Arhgef38"
"Baiap2l2",0,1.12642764242036,0.576,0.056,0,"6","Baiap2l2"
"Atp10b1",0,1.12604446679903,0.684,0.076,0,"6","Atp10b"
"Ica1",0,1.12571044942484,0.661,0.062,0,"6","Ica1"
"Ivns1abp",0,1.1157078235726,0.877,0.505,0,"6","Ivns1abp"
"Cxadr1",0,1.11544396784311,0.615,0.078,0,"6","Cxadr"
"Magi11",0,1.11469050722498,0.76,0.216,0,"6","Magi1"
"Tm9sf2",0,1.11292437987076,0.841,0.482,0,"6","Tm9sf2"
"Hk2",0,1.10871773766225,0.687,0.125,0,"6","Hk2"
"Capn8",0,1.10103828979566,0.571,0.019,0,"6","Capn8"
"Rap1gap",0,1.10012558581472,0.592,0.026,0,"6","Rap1gap"
"Atp2a3",0,1.09977016671787,0.763,0.226,0,"6","Atp2a3"
"Atp8b11",0,1.09404440157197,0.754,0.177,0,"6","Atp8b1"
"Smim14",0,1.09328561711123,0.858,0.518,0,"6","Smim14"
"Ffar2",0,1.08902285231695,0.588,0.032,0,"6","Ffar2"
"Esrp1",0,1.0870249685968,0.655,0.056,0,"6","Esrp1"
"Plekha6",0,1.0855846785087,0.691,0.112,0,"6","Plekha6"
"Ptprk1",0,1.08011607797533,0.766,0.207,0,"6","Ptprk"
"Lmo71",0,1.07580252076572,0.667,0.117,0,"6","Lmo7"
"Pmm2",0,1.05379416375189,0.73,0.194,0,"6","Pmm2"
"Fut2",0,1.04966638204119,0.533,0.02,0,"6","Fut2"
"C1galt1",0,1.04900868051132,0.748,0.259,0,"6","C1galt1"
"Camk2n1",0,1.045140492502,0.677,0.163,0,"6","Camk2n1"
"Cldn4",0,1.0432542784468,0.467,0.052,0,"6","Cldn4"
"Kcnj16",0,1.04040832975117,0.317,0.007,0,"6","Kcnj16"
"Spdef",0,1.03951893587099,0.568,0.005,0,"6","Spdef"
"Rasa4",0,1.03616641857717,0.577,0.062,0,"6","Rasa4"
"Pld1",0,1.03462818955374,0.664,0.162,0,"6","Pld1"
"Ramp1",0,1.02791874791608,0.577,0.168,0,"6","Ramp1"
"Ndrg1",0,1.02514027934922,0.588,0.091,0,"6","Ndrg1"
"Rhobtb1",0,1.01448313338357,0.491,0.148,0,"6","Rhobtb1"
"Satb21",0,1.01148554700351,0.559,0.095,0,"6","Satb2"
"Tgoln1",0,1.01025688513297,0.683,0.294,0,"6","Tgoln1"
"Myo5b1",0,1.00875373680074,0.639,0.095,0,"6","Myo5b"
"Gale",0,1.00841630654145,0.603,0.047,0,"6","Gale"
"Ccdc68",0,1.00829714603611,0.546,0.086,0,"6","Ccdc68"
"Mcf2l",0,1.00224570279761,0.583,0.024,0,"6","Mcf2l"
"Cmpk1",4.22956993277411e-306,1.09920297695789,0.759,0.426,8.09539685132965e-302,"6","Cmpk1"
"mt-Nd3",2.97812702879292e-300,1.07835419847381,0.792,0.426,5.70013513310965e-296,"6","mt-Nd3"
"Tnfaip8",1.16487362547615e-291,1.00078333773134,0.872,0.525,2.22956811916135e-287,"6","Tnfaip8"
"mt-Nd4l1",2.50258934281159e-290,1.34241219573281,0.949,0.819,4.78995600214138e-286,"6","mt-Nd4l"
"Atp1a11",7.95595612998288e-289,1.32546234992992,0.725,0.359,1.52277000327872e-284,"6","Atp1a1"
"mt-Nd11",1.00387941190876e-274,1.54065072659875,0.999,0.987,1.92142519439338e-270,"6","mt-Nd1"
"Lgals21",1.32941607437651e-270,2.24293900104775,0.281,0.052,2.54450236635665e-266,"6","Lgals2"
"mt-Nd21",6.31612885697143e-247,1.3460878074422,0.964,0.912,1.20890706322433e-242,"6","mt-Nd2"
"mt-Atp81",3.505172470261e-231,1.02121410586109,0.78,0.478,6.70890010807955e-227,"6","mt-Atp8"
"AW1120101",6.1904620338778e-222,1.10946972714591,0.501,0.175,1.18485443328421e-217,"6","AW112010"
"Atrnl1",9.36209682936567e-201,1.06828570639566,0.692,0.375,1.79190533314059e-196,"6","Atrnl1"
"Meg31",2.06135980558343e-198,1.46582990000576,0.533,0.218,3.94544266788668e-194,"6","Meg3"
"Actg2",0,5.54008219665408,0.904,0.065,0,"7","Actg2"
"Acta2",0,5.06275009507178,0.961,0.139,0,"7","Acta2"
"Myh11",0,4.98464667005889,0.904,0.067,0,"7","Myh11"
